cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
409	241.1547327587772	0.8015585	358	409.0	N,N-dimethyl-proline-proline betaine
410	307.15016196922926	0.804746	360		
411	142.05012171195938	0.8069326	-1		
412	188.0554972587501	0.8069326	310		
413	171.0767026782633	0.8071532	-1		
414	160.13340745571992	0.8095605	305		
415	246.17021180662869	0.8095605	290		
416	290.12346955146785	0.8095605	247		
417	141.95885189187797	0.8125422	-1		
418	185.0924202005721	0.8152282	40		
419	136.0620090293136	0.8171377	-1		
420	268.1040710627253	0.8171377	81		
421	138.05519091021333	0.8176084	-1		
422	162.06821996743503	0.8176084	85		
423	166.07268911250387	0.82156456	50		
424	328.12532012489635	0.82156456	3		
425	143.0342613987144	0.8299187	-1		
426	247.9151550560916	0.8357264	7		
427	206.10258740561903	0.8360384	149		
428	132.10218486665698	0.8392298	-1		
429	180.1021744221392	0.8419123	-1		
430	198.1128106765103	0.8419123	-1		
431	198.18566011641883	0.8434815	402		
432	215.1392536770619	0.8461253	433		
433	121.0651606246578	0.84640837	-1		
434	138.09158832228076	0.84640837	-1		
435	162.14909435839832	0.8500311	85		
436	259.16546218953164	0.8500311	90		
437	183.078490605976	0.8525751	387		
438	222.11265714755697	0.85820806	-1		
439	160.09714413902495	0.8663726	305		
440	279.10758259659167	0.8663726	-1		
441	324.16533540020936	0.8663726	210		
442	329.12069059956247	0.8663726	-1		
443	352.1965391364204	0.8663726	-1		
444	146.11776059960286	0.8756838	-1		
445	226.15527231273083	0.8775464	477		
446	360.16522232683906	0.8828308	98		
447	269.2114109642541	0.8890666	6		
448	274.08567135792725	0.8911391	-1		
449	185.09245356186537	0.897539	40		
450	272.1607182748927	0.897539	29		
451	288.15544887853366	0.907739	-1		
452	236.9388124516725	0.9080201	320		
453	322.05516812333184	0.914166	-1		
454	132.10220137394558	0.9178745	-1		
455	152.05698051433566	0.92062026	-1		
456	284.09904542801115	0.92062026	81	456.0	GUANOSINE - 30.0 eV
457	306.0810488500382	0.92331076	191		
458	186.07627788410903	0.9239269	167		
459	242.1388011726138	0.92421806	-1		
460	224.8990755864192	0.92563117	99		
461	267.9020768236691	0.9315953	81		
462	188.12839927637984	0.9324555	235		
463	137.0461796016483	0.93926376	-1		
464	137.98754548326846	0.93926376	-1		
465	158.9617068472335	0.93926376	10		
466	226.1552757440395	0.93926376	477		
467	198.14922052715545	0.94074506	115		
468	158.15433395783057	0.94441825	129		
469	128.9511754453282	0.9477449	-1		
470	171.02668979313896	0.957324	7		
471	193.008770953887	0.957324	-1		
472	225.1599965059892	0.957324	38		
473	243.99073008440527	0.957324	-1		
474	247.9616178010968	0.957324	-1		
475	186.1492200619461	0.96567607	167		
476	186.9565470575195	0.97239023	167		
477	190.99334659771856	0.9805298	-1		
478	261.14491603262485	0.9821884	-1	478.0	Spectral Match to Leu-Glu from NIST14
479	139.98252598743758	0.99477464	-1		
480	198.1129140571392	0.998855	-1		
481	138.05519947823896	1.0071028	-1		
482	144.13858000327008	1.0071028	-1		
483	195.11318405954376	1.0071028	-1		
484	260.1494595776096	1.0071028	127		
485	170.08151800857013	1.007307	-1		
486	188.0920542408324	1.007307	-1		
487	215.1394527277693	1.007932	29		
488	224.89906510313392	1.0102888	259		
489	217.95984494680587	1.0206361	7		
490	154.05027744387527	1.0252402	553		
491	176.97222005778022	1.0276608	7		
492	155.08174315421388	1.0449505	553		
493	182.1179237181715	1.0480067	91		
494	186.95652964296835	1.0625219	167		
495	348.20195607492457	1.0643945	239		
496	157.0974615059676	1.0657899	-1		
497	268.0816963939015	1.0719655	7		
498	229.15494017227127	1.0760685	350	498.0	229 TMAP based onhttps://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04378
499	140.10716344620494	1.0803753	209		
500	142.12288476520465	1.0803753	-1		
501	198.1492374881307	1.0803753	115		
502	200.1644687706153	1.0803753	115		
503	203.1835728605898	1.0803753	141		
504	139.98254073791782	1.0938171	-1		
505	158.9615580867861	1.096523	433		
506	175.08682349091842	1.096523	-1		
507	203.0815161756597	1.096523	141		
508	221.0922385274612	1.096523	86		
509	254.16127518721788	1.0988157	176		
510	162.99843777977938	1.1035265	379		
511	308.2697366347236	1.1046335	-1		
512	304.1757090366784	1.1101358	-1		
513	309.1310811887156	1.1101358	-1		
514	275.11041934453203	1.1191125	286		
515	298.1863931645313	1.1191125	-1		
516	265.1049786898745	1.1193545	-1		
517	151.09678904526675	1.1403248	50		
518	160.13345820033973	1.1436532	-1		
519	225.15992932749947	1.1457186	38		
520	224.076262273059	1.1482425	99		
521	252.0710907565892	1.1482425	140		
522	182.029410101992	1.1486038	91		
523	196.1546911342536	1.1488712	154	523.0	"""1,4-dimethylhydroquinolin-2-one CollisionEnergy:102040"""
524	210.0242380168865	1.149657	140		
525	150.05530057901515	1.1525041	-1		
526	159.0768000355277	1.1535184	10		
527	188.12836621093413	1.1703413	235		
528	260.149476627489	1.1703413	127		
529	284.1343120561415	1.1707621	210		
530	289.0896977552019	1.1707621	-1		
531	502.2508974554706	1.178533	-1		
532	261.0972818264183	1.1792516	3		
533	296.134385975004	1.1792516	210		
534	301.08972464517745	1.1792516	-1		
535	323.02442681108124	1.1792516	-1		
536	257.14971356932915	1.1867079	90		
537	286.1284966448015	1.1867079	690		
538	160.0760580256921	1.1877266	-1		
539	344.13433064311334	1.1963036	-1		
540	378.1759265380404	1.2048286	210		
541	262.1651700570013	1.211416	-1		
542	163.0868684745687	1.2169528	-1		
543	216.1233325222425	1.2197306	425		
544	227.9831170461352	1.220633	47	544.0	MUCIC ACID
545	325.1395606612372	1.224743	98		
546	219.08653919327924	1.2279867	-1		
547	174.14913968727703	1.2291476	-1		
548	245.09574244849563	1.2303429	-1		
549	202.1802739336765	1.2361137	141		
550	430.711403471965	1.2387408	615		
551	150.12797211390293	1.2442199	50		
552	358.1711873238961	1.2442199	12		
553	254.16129442270727	1.2453532	176		
554	294.2177272065944	1.2465454	36		
555	330.1761007499612	1.2535772	-1		
556	335.1312834699502	1.2535772	-1		
557	351.1053691481309	1.2535772	-1		
558	358.2071403610436	1.2535772	12		
559	250.1780498453432	1.2571181	-1		
560	144.1384239842381	1.2603636	-1		
561	233.16500549556963	1.2603636	58		
562	250.19145917993453	1.2603636	36		
563	259.1654230289085	1.2603636	90		
564	313.1757763797493	1.2603636	127		
565	190.1077644761075	1.2642134	-1		
566	211.10806119998105	1.2642134	310		
567	286.1400166281181	1.2642134	-1		
568	228.19617452210736	1.2665701	47		
569	211.1441979717692	1.2684135	-1		
570	274.1649196341914	1.2684135	127		
571	162.09154351387434	1.2846051	36		
572	193.1338225352956	1.2846051	58		
573	264.2070938422166	1.2846051	36		
574	217.1550968169062	1.2898738	29	574.0	Spectral Match to Val-Val from NIST14
575	208.0818040375471	1.2903826	-1		
576	122.09676251383488	1.2927884	-1		
577	506.2234643716818	1.2927884	343		
578	171.99319846458977	1.3010029	7	578.0	3-Cyanocoumarin CollisionEnergy:102040
579	258.17035796490524	1.3010029	115		
580	190.99325859793413	1.3057387	39		
581	180.08837414371942	1.3069777	-1		
582	342.14111101597115	1.3069777	3		
583	162.9984332412715	1.3140012	379		
584	292.2020171537407	1.3176507	36		
585	466.1922260170823	1.3176507	343		
586	158.08158469154242	1.3211423	10		
587	213.03716909901647	1.325824	-1		
588	216.1232064063344	1.3258569	-1		
589	306.2176687957072	1.3258569	36		
590	313.1757673807377	1.3258569	127		
591	200.0919837864336	1.3339235	7		
592	254.13868029003737	1.3339235	-1		
593	256.1770987036323	1.3412818	176		
594	464.2132216158955	1.3419005	-1		
595	622.3200844976568	1.3497692	-1		
596	122.09657814961174	1.3577837	-1		
597	150.09146139895606	1.3577837	96		
598	151.07544404761703	1.3577837	96		
599	182.11744098714368	1.3577837	648		
600	183.1206695218922	1.3577837	648		
601	399.204370683689	1.3577837	-1		
602	158.08134987950558	1.3657024	10		
603	342.11575078674014	1.3657024	-1		
604	274.16479720644065	1.3736525	127		
605	407.1527700033442	1.3748794	-1		
606	128.1435843523314	1.3816836	-1		
607	146.15401619848433	1.3816836	-1		
608	239.1753319610829	1.3816836	-1		
609	250.1913767246212	1.3816836	36		
610	211.10789726987883	1.3821743	-1		
611	373.1604832168724	1.3821743	3	611.0	Megastigm-5-en-4-one 9-glucoside
612	395.1424356914729	1.3821743	-1		
613	275.110411863378	1.3833106	286		
614	168.1020796410846	1.3897272	648		
615	174.11273357124068	1.3897272	-1		
616	234.1126484186944	1.3897272	312		
617	284.90473605605433	1.3969983	77		
618	215.10271236560445	1.3978502	-1		
619	254.1023360250928	1.3978502	-1		
620	336.1651290883613	1.3978502	3		
621	264.20709574019844	1.4060271	36		
622	166.08659433769196	1.4062856	-1		
623	289.1261412797376	1.4080292	360		
624	347.13160789659685	1.4080292	3		
625	370.2075477004278	1.4080292	-1		
626	120.08114586216828	1.4111094	-1		
627	262.0923907754651	1.4142333	-1	627.0	3-hydroxypentanoyl L-2-aminoadipic acid [M+H]+
628	169.09748061946635	1.4153031	-1		
629	139.98267915749076	1.4193473	-1		
630	168.13883920081096	1.4425457	-1		
631	322.2126463186874	1.456431	36		
632	324.22803156048184	1.4583315	36		
633	227.98313841871163	1.4585813	47	633.0	MUCIC ACID
634	162.9984847766078	1.4606726	76		
635	190.9933406971877	1.4606726	105		
636	209.16512073957904	1.4648955	38		
637	160.0973218920369	1.4687371	178		
638	221.0923917408793	1.4819225	86		
639	311.1854778501166	1.4854728	71		
640	208.1335253050628	1.4904745	-1		
641	450.1975582255247	1.4904745	343		
642	200.09217127816456	1.4924693	-1	642.0	"""1-Methyl-6,7-dihydro-5H-pyrido[3,2,1-ij]quinolin-3-one CollisionEnergy:102040"""
643	407.228922472403	1.4939333	-1	643.0	Candidate Tryptophan-C14:4 (delta mass:202.132)
644	318.19143092758765	1.5158055	127		
645	227.1029357584085	1.5161161	-1		
646	166.08654694163357	1.5238597	-1		
647	198.11273431889475	1.5238597	543		
648	274.0922861929242	1.5238597	-1		
649	159.0656109014708	1.5282679	10		
650	290.2692102932781	1.5308058	455		
651	177.05471635957932	1.5318804	59	651.0	Vanillylacetone CollisionEnergy:102040
652	322.2125501448204	1.5318804	36		
653	336.22815139078534	1.5318804	36		
654	142.0867392481963	1.5365115	-1		
655	368.0979703301618	1.5365115	3		
656	372.186807141256	1.5365115	19		
657	377.14216724968907	1.5365115	-1		
658	374.2021823358523	1.5381168	12		
