#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
1520	spectra_filtered.mgf	*..*		:18421	30420	-1	0	433.113	1	0.972448	0	0	1204.0	2961660.0	Massbank:PR302356 Apigenin-7-O-glucoside|Apigetrin|Cosmosiin|5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-chromen-4-one M+H	MASSBANK	temp/spectra_filtered.mgf1520	-1	MASSBANK.mgf	0.70461				6	0	0.000305176	433.113	0	CCMSLIB00005743972
175	spectra_filtered.mgf	*..*		:189	1062	-1	0	325.113	1	0.97204	0	0	5048950.0	5942970.0	Spectral Match to Lactulose from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf175	-1	GNPS-NIST14-MATCHES.mgf	0.281603				10	0	9.15527e-05	325.113	0	CCMSLIB00003135548
3380	spectra_filtered.mgf	*..*		:2483	2100	-1	0	732.553	1	0.971918	0	0	127845000.0	10898100.0	Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3380	-1	GNPS-NIST14-MATCHES.mgf	84.2349				7	0	0.0617065	732.491	0	CCMSLIB00003136587
1388	spectra_filtered.mgf	*..*		:1	181	-1	0	449.107	1	0.971073	0	0	1.2351	26189700.0	Kaempferol-3-O-glucoside M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf1388	-1	WINE-DB-ORBITRAP.mgf	2.65012				9	0	0.00119019	449.108	0	CCMSLIB00013639211
3427	spectra_filtered.mgf	*..*		:1858	3903	-1	0	760.586	1	0.970726	0	0	15161200.0	1435190.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3427	-1	GNPS-NIST14-MATCHES.mgf	2.40743				8	0	0.00183105	760.584	0	CCMSLIB00003138390
3426	spectra_filtered.mgf	*..*		:2524	4308	-1	0	758.569	1	0.970493	0	0	8794860.0	1189990.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3426	-1	GNPS-NIST14-MATCHES.mgf	1.20691				8	0	0.000915527	758.57	0	CCMSLIB00003138795
3278	spectra_filtered.mgf	*..*		:2493	1621	-1	0	734.568	1	0.968181	0	0	50631400.0	3683930.0	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3278	-1	GNPS-NIST14-MATCHES.mgf	83.3391				7	0	0.0612183	734.507	0	CCMSLIB00003136108
1094	spectra_filtered.mgf	*..*		:1774	2368	-1	0	459.28	1	0.967339	0	0	77159900.0	1985920.0	Spectral Match to Decaethylene glycol from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1094	-1	GNPS-NIST14-MATCHES.mgf	1.26248				15	0	0.000579834	459.281	0	CCMSLIB00003136855
3129	spectra_filtered.mgf	*..*		:3997	4588	-1	0	524.367	1	0.967333	0	0	2611660.0	3058170.0	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3129	-1	GNPS-NIST14-MATCHES.mgf	10.3594				11	0	0.00543213	524.372	0	CCMSLIB00003139075
1377	spectra_filtered.mgf	*..*		:2446	7522	-1	0	203.179	1	0.966908	0	0	5870340.0	1134110.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1377	-1	GNPS-LIBRARY.mgf	3.67991				10	0	0.000747681	203.18	0	CCMSLIB00005725033
171	spectra_filtered.mgf	*..*		:1749	50989	-1	0	360.15	1	0.966333	0	0	357.3	66613600.0	TURANOSE M+NH4	MONA	temp/spectra_filtered.mgf171	-1	MONA.mgf	0.423679				13	0	0.000152588	360.15	0	CCMSLIB00006680019
23	spectra_filtered.mgf	*..*		:2025	2471	-1	0	208.042	1	0.966274	0	0	1096400.0	2375750.0	methyl 3-oxo-2-[(3,4,5-trimethoxyphenyl)methylene]benzo[b]furan-5-carboxylate CollisionEnergy:102040 M+2Na]	BERKELEY-LAB	temp/spectra_filtered.mgf23	-1	BERKELEY-LAB.mgf	11.2217				6	0	0.00233459	208.04	0	CCMSLIB00010104459
1220	spectra_filtered.mgf	*..*		:1123	3810	-1	0	465.103	1	0.96531	0	0	990222.0	22829300.0	Spectral Match to Isoquercitin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1220	-1	GNPS-NIST14-MATCHES.mgf	0.328073				11	0	0.000152588	465.103	0	CCMSLIB00003138297
874	spectra_filtered.mgf	*..*		:9150	9596	-1	0	177.055	1	0.964551	0	0	4182260.0	3508170.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf874	-1	BERKELEY-LAB.mgf	0.258543				6	0	4.57764e-05	177.055	0	CCMSLIB00010111584
1909	spectra_filtered.mgf	*..*		:81410	81407	-1	0	442.265	1	0.964528	0	0	650.522	655094.0	NCGC00384922-01!(2R,3R,4S,5S,6R)-2-octoxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol [M+NH4]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1909	-1	MSNLIB-POSITIVE.mgf	1.93208				17	0	0.000854492	442.266	0	CCMSLIB00012431022
2146	spectra_filtered.mgf	*..*		:10293	10739	-1	0	405.227	1	0.964478	0	0	2825560.0	2942600.0	k-Strophanthidin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2146	-1	BERKELEY-LAB.mgf	1.35558				19	0	0.000549316	405.228	0	CCMSLIB00010112727
1015	spectra_filtered.mgf	*..*		:9150	9596	-1	0	177.055	1	0.963938	0	0	4182260.0	1907130.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf1015	-1	BERKELEY-LAB.mgf	0.258543				6	0	4.57764e-05	177.055	0	CCMSLIB00010111584
909	spectra_filtered.mgf	*..*		:9150	9596	-1	0	177.055	1	0.962045	0	0	4182260.0	1445470.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf909	-1	BERKELEY-LAB.mgf	0.344724				6	0	6.10352e-05	177.055	0	CCMSLIB00010111584
1040	spectra_filtered.mgf	*..*		:1707	3710	-1	0	415.253	1	0.961887	0	0	191631000.0	1520270.0	Spectral Match to Nonaethylene glycol from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1040	-1	GNPS-NIST14-MATCHES.mgf	3.08664				11	0	0.00128174	415.254	0	CCMSLIB00003138197
1268	spectra_filtered.mgf	*..*		:1	15	-1	0	479.081	1	0.960984	0	0	1.2994	856618.0	Quercetin-3-O-glucuronide M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf1268	-1	WINE-DB-ORBITRAP.mgf	2.93021				11	0	0.00140381	479.082	0	CCMSLIB00013639045
1417	spectra_filtered.mgf	*..*		:2446	7522	-1	0	203.179	1	0.960927	0	0	5870340.0	763828.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1417	-1	GNPS-LIBRARY.mgf	3.45461				10	0	0.000701904	203.18	0	CCMSLIB00005725033
961	spectra_filtered.mgf	*..*		:27	666	-1	0	177.054	1	0.960877	0	0	3556070.0	2750010.0	FERULATE M-H2O+H	GNPS-MSMLS	temp/spectra_filtered.mgf961	-1	GNPS-MSMLS.mgf	5.94653				6	0	0.00105286	177.055	0	CCMSLIB00005464417
1210	spectra_filtered.mgf	*..*		:1	55	-1	0	611.16	1	0.960851	0	0	1.5842	24881600.0	Rutin M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf1210	-1	WINE-DB-ORBITRAP.mgf	0.798942				13	0	0.000488281	611.16	0	CCMSLIB00013639085
1287	spectra_filtered.mgf	*..*		:1123	3810	-1	0	465.103	1	0.960764	0	0	990222.0	2753020.0	Spectral Match to Isoquercitin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1287	-1	GNPS-NIST14-MATCHES.mgf	0.852991				10	0	0.000396729	465.103	0	CCMSLIB00003138297
3323	spectra_filtered.mgf	*..*		:2431	3801	-1	0	678.506	1	0.960679	0	0	10063900.0	1717290.0	Spectral Match to 1,2-Ditetradecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3323	-1	GNPS-NIST14-MATCHES.mgf	39.8502				7	0	0.0270386	678.479	0	CCMSLIB00003138288
2753	spectra_filtered.mgf	*..*		:3237	1880	-1	0	267.172	1	0.95857	0	0	1800600.0	1094950.0	Spectral Match to Tributyl phosphate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2753	-1	GNPS-NIST14-MATCHES.mgf	3.08406				6	0	0.000823975	267.173	0	CCMSLIB00003136367
1458	spectra_filtered.mgf	*..*		:1	181	-1	0	449.107	1	0.958298	0	0	1.2351	7204450.0	Kaempferol-3-O-glucoside M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf1458	-1	WINE-DB-ORBITRAP.mgf	2.1065				8	0	0.000946045	449.108	0	CCMSLIB00013639211
1858	spectra_filtered.mgf	*..*		:10293	10739	-1	0	405.227	1	0.957619	0	0	2825560.0	554097.0	k-Strophanthidin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1858	-1	BERKELEY-LAB.mgf	2.2593				18	0	0.000915527	405.228	0	CCMSLIB00010112727
943	spectra_filtered.mgf	*..*		:2090	4151	-1	0	250.119	1	0.957585	0	0	1090720.0	686763.0	Spectral Match to 2,4,6-Triallyloxy-1,3,5-triazine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf943	-1	GNPS-NIST14-MATCHES.mgf	0.549055				9	0	0.000137329	250.119	0	CCMSLIB00003138638
574	spectra_filtered.mgf	*..*		:177	4265	-1	0	217.155	1	0.956183	0	0	5254470.0	2132370.0	Spectral Match to Val-Val from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf574	-1	GNPS-NIST14-MATCHES.mgf	0.491868				7	0	0.000106812	217.155	0	CCMSLIB00003138752
311	spectra_filtered.mgf	*..*		:1058	9353	-1	0	330.06	1	0.955922	0	0	2512350.0	1516130.0	ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE - 40.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf311	-1	GNPS-LIBRARY.mgf	0.462303				7	0	0.000152588	330.06	0	CCMSLIB00005884211
698	spectra_filtered.mgf	*..*		:223	5597	-1	0	233.149	1	0.955598	0	0	3146420.0	1123220.0	Spectral Match to Thr-Leu from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf698	-1	GNPS-NIST14-MATCHES.mgf	3.86134				8	0	0.000900269	233.15	0	CCMSLIB00003140084
1412	spectra_filtered.mgf	*..*		:6445	6443	-1	0	625.177	1	0.954894	0	0	1377.0	1148590.0	ReSpect:PT109110 Isorhamnetin-3-Galactoside-6''-Rhamnoside|Isor-3-Gal-6''-Rha [M+H]	RESPECT	temp/spectra_filtered.mgf1412	-1	RESPECT.mgf	0.0				8	0	0.0	625.177	0	CCMSLIB00000221452
156	spectra_filtered.mgf	*..*		:183	89	-1	0	198.097	1	0.953927	0	0	2938600.0	2900590.0	fructose (known structural isomers: 6; isobaric peaks in run: 1) [M+NH4]+	CMMC-FOOD-BIOMARKERS	temp/spectra_filtered.mgf156	-1	CMMC-FOOD-BIOMARKERS.mgf	1.54054				8	0	0.000305176	198.097	0	CCMSLIB00013576194
2648	spectra_filtered.mgf	*..*		:3846	93	-1	0	335.258	1	0.952789	0	0	438607.0	680417.0	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2648	-1	GNPS-NIST14-MATCHES.mgf	3.0039				11	0	0.00100708	335.259	0	CCMSLIB00003134579
2884	spectra_filtered.mgf	*..*		:2489	5545	-1	0	496.339	1	0.952598	0	0	1695730.0	5146190.0	Spectral Match to Lyso-PC(16:0) from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2884	-1	GNPS-NIST14-MATCHES.mgf	3.81209				9	0	0.00189209	496.341	0	CCMSLIB00003140032
3399	spectra_filtered.mgf	*..*		:2431	3801	-1	0	678.506	1	0.95236	0	0	10063900.0	1124040.0	Spectral Match to 1,2-Ditetradecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3399	-1	GNPS-NIST14-MATCHES.mgf	37.6912				6	0	0.0255737	678.48	0	CCMSLIB00003138288
786	spectra_filtered.mgf	*..*		:620	2573	-1	0	188.07	1	0.952107	0	0	4792390.0	20859000.0	Spectral Match to L-Tryptophan from NIST14 M+H-NH3	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf786	-1	GNPS-NIST14-MATCHES.mgf	5.43595				6	0	0.00102234	188.071	0	CCMSLIB00003137060
2593	spectra_filtered.mgf	*..*		:5859	5859	-1	0	732.468	1	0.952066	0	0	6225470.0	119602000.0	Spinosyn-A_CE25,38,59 M+H	WFSR-LIBRARY	temp/spectra_filtered.mgf2593	-1	WFSR-LIBRARY.mgf	7.91617				8	0	0.00579834	732.474	0	CCMSLIB00013939640
1320	spectra_filtered.mgf	*..*		:25268	25266	-1	0	449.108	1	0.950427	0	0	102.768	3522870.0	KUROMANIN [M]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1320	-1	MSNLIB-POSITIVE.mgf	0.271806				6	0	0.00012207	449.108	0	CCMSLIB00012317979
1646	spectra_filtered.mgf	*..*		:10293	10739	-1	0	405.227	1	0.947359	0	0	2825560.0	1164540.0	k-Strophanthidin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1646	-1	BERKELEY-LAB.mgf	2.10868				17	0	0.000854492	405.228	0	CCMSLIB00010112727
1323	spectra_filtered.mgf	*..*		:86925	86922	-1	0	463.087	1	0.946941	0	0	102.328	2461940.0	Luteolin 7-glucuronide [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1323	-1	MSNLIB-POSITIVE.mgf	0.461302				6	0	0.000213623	463.087	0	CCMSLIB00012438177
1972	spectra_filtered.mgf	*..*		:8522	8968	-1	0	405.227	1	0.946841	0	0	4829240.0	43211200.0	strophanthidin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1972	-1	BERKELEY-LAB.mgf	0.903718				16	0	0.000366211	405.227	0	CCMSLIB00010110956
1301	spectra_filtered.mgf	*..*		:17905	29904	-1	0	595.165	1	0.946415	0	0	1542.0	1708240.0	Massbank:PR302211 Pelargonidin-3,5-di-beta-D-glucoside M	MASSBANK	temp/spectra_filtered.mgf1301	-1	MASSBANK.mgf	1.33317				6	0	0.000793457	595.166	0	CCMSLIB00005743456
2661	spectra_filtered.mgf	*..*		:6559	6559	-1	0	746.484	1	0.945546	0	0	7091620.0	32716900.0	Spinosyn D_CE25,38,59 M+H	WFSR-LIBRARY	temp/spectra_filtered.mgf2661	-1	WFSR-LIBRARY.mgf	2.04409				8	0	0.00152588	746.486	0	CCMSLIB00013940340
2478	spectra_filtered.mgf	*..*		:3553	15081	-1	0	202.107	1	0.943648	0	0	76160.3	829038.0	PANTOTHENATE M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2478	-1	GNPS-LIBRARY.mgf	9.73932				7	0	0.00196838	202.109	0	CCMSLIB00013583339
1100	spectra_filtered.mgf	*..*		:2764	2764	-1	0	290.139	1	0.943635	0	0	4136710.0	11986500.0	Benzoylecgonine_CE30 M+H	WFSR-LIBRARY	temp/spectra_filtered.mgf1100	-1	WFSR-LIBRARY.mgf	1.15701				6	0	0.000335693	290.139	0	CCMSLIB00013936545
855	spectra_filtered.mgf	*..*		:94927	94923	-1	0	450.197	1	0.942809	0	0	465.242	934765.0	Benzyl gentiobioside [M+NH4]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf855	-1	MSNLIB-POSITIVE.mgf	0.406723				15	0	0.000183105	450.197	0	CCMSLIB00012446179
3511	spectra_filtered.mgf	*..*		:8175	958	-1	0	786.597	1	0.941818	0	0	1662550.0	1444110.0	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3511	-1	GNPS-NIST14-MATCHES.mgf	73.1711				6	0	0.0575562	786.539	0	CCMSLIB00003135444
3460	spectra_filtered.mgf	*..*		:2626	5749	-1	0	784.584	1	0.941339	0	0	25358800.0	3715300.0	Spectral Match to Arachidonoylthio-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3460	-1	GNPS-NIST14-MATCHES.mgf	12.7581				7	0	0.0100098	784.594	0	CCMSLIB00003140236
1000	spectra_filtered.mgf	*..*		:10908	11354	-1	0	207.065	1	0.938625	0	0	4910150.0	3449190.0	SINAPIC ACID CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf1000	-1	BERKELEY-LAB.mgf	3.9793				6	0	0.000823975	207.066	0	CCMSLIB00010113342
2695	spectra_filtered.mgf	*..*		:1217	1217	-1	0	315.232	1	0.938518	0	0	5289080.0	533752.0	Progesterone_CE30 M+H	WFSR-LIBRARY	temp/spectra_filtered.mgf2695	-1	WFSR-LIBRARY.mgf	3.09792				10	0	0.000976562	315.233	0	CCMSLIB00013934998
3474	spectra_filtered.mgf	*..*		:2380	110	-1	0	788.612	1	0.937468	0	0	577352.0	2619090.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3474	-1	GNPS-NIST14-MATCHES.mgf	72.6745				6	0	0.057312	788.555	0	CCMSLIB00003134596
