structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	1	0.113	0.113	-186.604	0.426	0.385	49.240	C19H9Cl2NO4	[M + K]+	C19H9Cl2KNO4+	HMYSAZQEPNVUHD	InChI=1S/C19H9Cl2NO4/c20-13-6-5-10(7-14(13)21)18-22-15(19(24)26-18)8-11-9-25-16-4-2-1-3-12(16)17(11)23/h1-9H	(4Z)-2-(3,4-dichlorophenyl)-4-[(4-oxo-4H-chromen-3-yl)methylene]-1,3-oxazol-5(4H)-one	C1=CC=C2C(=C1)C(=O)C(=CO2)C=C3C(=O)OC(=N3)C4=CC(=C(C=C4)Cl)Cl	4.400	6529087;4538817;6143863	SUPERNATURAL:(SN0129995);PUBCHEM:(6529087 4538817 6143863)	1048578	423.956	21	0.358	707548078198963037	707547789060403668	42	
1	1	0.013	0.013	-190.430	0.527	0.270	45.474	C16H8BrN3O4S	[M + Na]+	C16H8BrN3NaO4S+	CPDAQESOERRXQH	InChI=1S/C16H8BrN3O4S/c17-10-7-9(20(23)24)5-8(14(10)21)6-13-15(22)19-12-4-2-1-3-11(12)18-16(19)25-13/h1-7,21H	2-[(3-Bromo-2-hydroxy-5-nitrophenyl)methylidene]-[1,3]thiazolo[3,2-a]benzimidazol-1-one	C1=CC=C2C(=C1)N=C3N2C(=O)C(=CC4=C(C(=CC(=C4)[N+](=O)[O-])Br)O)S3	4.300	124581192;24152380	PUBCHEM:(124581192 24152380)	2	439.933	21	0.358	707548126303439286	707547789093958104	43	
1	1	0.089	0.089	-79.592	0.467	0.333	29.385	C5H3BFNO	[M + H]+	C5H4BFNO+	OXOGXSOXVKKADY	InChI=1S/C5H3BFNO/c7-5-4(6-9)2-1-3-8-5/h1-3H	(2-Fluoropyridin-3-yl)-oxoborane	B(=O)C1=C(N=CC=C1)F	1.234	57576610	PUBCHEM:(57576610)	2	123.041	22	0.361	707548040961929639	707547789161066976	45	
1	1	0.036	0.036	-105.690	1.000	0.496	32.622	C3H7Cl2NO	[M + H]+	C3H8Cl2NO+	URKUACYCTQSDMD	InChI=1S/C3H7Cl2NO/c1-2(7)6-3(4)5/h2-3,6-7H,1H3	1-(Dichloromethylamino)ethanol	CC(NC(Cl)Cl)O	1.100	57255602	PUBCHEM:(57255602)	2	143.997	22	0.361	707548041280696793	707547789249147368	47	
1	2	0.085	0.085	-89.385	0.028	0.026	61.392	C4H8N2O4S	[M + K]+	C4H8KN2O4S+	MJLOUEOAPITARC	InChI=1S/C4H8N2O4S/c7-2-5-6-3(1-11)4(8)10-9/h2-3,6,9,11H,1H2,(H,5,7)	(2R)-2-(2-formylhydrazinyl)-3-sulfanylpropaneperoxoic acid	C(C(C(=O)OO)NNC=O)S	-0.900	87989820	PUBCHEM:(87989820)	2	218.984	22	0.361	707548059358147986	707547789320450544	49	
1	1	0.009	0.009	-265.854	0.769	0.410	42.559	C7H4ClNO5	[M + Na]+	C7H4ClNNaO5+	CSLHJKBTWPZQQO	InChI=1S/C7H4ClNO5/c8-5-3(2-10)1-4(9(13)14)6(11)7(5)12/h1-2,11-12H	2-Chloro-3,4-dihydroxy-5-nitrobenzaldehyde	C1=C(C(=C(C(=C1[N+](=O)[O-])O)O)Cl)C=O	1.700	5747986	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(5747986);DSSTox:(DTXSID50154825)	137506062338	239.967	22	0.361	707548074780604983	707547789391753720	51	
1	2	0.077	0.077	-116.966	0.022	0.148	66.532	C6H9N3O3S	[M + K]+	C6H9KN3O3S+	YHAUDPASIPGXHH	InChI=1S/C6H9N3O3S/c1-12-3-4(11)7-6-9-8-5(2-10)13-6/h10H,2-3H2,1H3,(H,7,9,11)	N-[5-(hydroxymethyl)-1,3,4-thiadiazol-2-yl]-2-methoxyacetamide	COCC(=O)NC1=NN=C(S1)CO	-1.100	131203710	PUBCHEM:(131203710)	2	242.000	22	0.361	707548076877757184	707547789429502460	52	
1	1	0.072	0.072	-128.597	0.847	0.631	50.010	C8H5ClFNO2	[M + Na]+	C8H5ClFNNaO2+	BSMXUUQWSKXVJY	InChI=1S/C8H5ClFNO2/c9-7-3-1-2-6(8(7)10)4-5-11(12)13/h1-5H	1-Chloro-2-fluoro-3-(2-nitrovinyl)benzene	C1=CC(=C(C(=C1)Cl)F)C=C[N+](=O)[O-]	2.900	140792295;114488521	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(140792295 114488521)	67108866	223.989	22	0.361	707548088290459348	707547789358199284	50	
1	1	-Infinity	-Infinity	-85.633	1.000	1.000	78.237	C6H4ClFO3	[M + Na]+	C6H4ClFNaO3+	XEXOIRTTYCAJLM	InChI=1S/C6H4ClFO3/c7-4-2-1-3(11-4)5(8)6(9)10/h1-2,5H,(H,9,10)	2-(5-Chlorofuran-2-yl)-2-fluoroacetic acid	C1=C(OC(=C1)Cl)C(C(=O)O)F	1.900	84022202	PUBCHEM:(84022202)	2	200.973	22	0.361	707548066324887469	707547789597274640	57	
1	2	0.058	0.058	-135.668	0.275	0.202	41.603	C6H4Cl3N3O2	[M + H]+	C6H5Cl3N3O2+	KBWNOFMJVVPCQQ	InChI=1S/C6H4Cl3N3O2/c7-1-3(12-10)2(8)5(9)11-4(1)6(13)14/h10H2,(H,11,12)(H,13,14)	3,5,6-Trichloro-4-hydrazinylpyridine-2-carboxylic acid	C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)NN	-0.100	3282540;1383439	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(3282540 1383439);DSSTox:(DTXSID90362568);PUBMED:(null)	137506062402	255.945	22	0.362	707548059739829698	707547789664383512	59	
1	1	0.032	0.032	-99.343	0.999	1.000	76.127	C8H7ClFNO2S	[M + Na]+	C8H7ClFNNaO2S+	XTDRRNXTPDVPME	InChI=1S/C8H7ClFNO2S/c9-7-1-3-8(4-2-7)11-5-6-14(10,12)13/h1-6,11H	(E)-2-(4-chloroanilino)ethenesulfonyl fluoride	C1=CC(=CC=C1NC=CS(=O)(=O)F)Cl	3.000	86745778;88507634	PUBCHEM:(86745778 88507634)	2	257.977	22	0.363	707548088424677092	707547789463056896	53	
1	2	0.268	0.268	-51.361	0.237	0.333	19.633	C7H16N2O	[M - H2O + H]+	C7H15N2+	SDMNEUXIWBRMPK	InChI=1S/C7H16N2O/c1-7-6-8-2-3-9(7)4-5-10/h7-8,10H,2-6H2,1H3	2-(2-Methylpiperazin-1-yl)ethan-1-ol	CC1CNCCN1CCO	-0.600	14747391;58006990;55299329	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(14747391 58006990 55299329);DSSTox:(DTXSID10563595)	137506062338	127.123	22	0.366	707548042081808993	707547789739880992	61	
1	1	-Infinity	-Infinity	-222.340	0.714	0.175	41.451	C7H7AsN2O6	[M + K]+	C7H7AsKN2O6+	WUYILKNJYBJDDM	InChI=1S/C7H7AsN2O6/c9-7(11)5-2-1-4(8(12,13)14)3-6(5)10(15)16/h1-3H,(H2,9,11)(H2,12,13,14)		C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])C(=O)N	-0.398	225785	PUBCHEM:(225785);DSSTox:(DTXSID20969529)	137438953474	328.915	22	0.370	707548061958616614	707547790259974748	76	
1	4	-Infinity	-Infinity	-83.021	0.085	0.102	56.666	C4H6BrF2NO2S	[M + Na]+	C4H6BrF2NNaO2S+	FDOSGYXIENBNOF	InChI=1S/C4H6BrF2NO2S/c1-3(5)2-8-11(9,10)4(6)7/h4,8H,1-2H2	N-(2-bromoprop-2-enyl)-1,1-difluoromethanesulfonamide	C=C(CNS(=O)(=O)C(F)F)Br	1.400	116029271	PUBCHEM:(116029271)	2	271.917	22	0.371	707548078459009966	707547790327083620	78	
1	1	0.037	0.037	-72.254	0.998	0.298	50.954	C4H7Cl2NO3	[M - H2O + H]+	C4H6Cl2NO2+	GFIYZEOOXHRICW	InChI=1S/C4H7Cl2NO3/c1-10-4(9)7-3(8)2(5)6/h2-3,8H,1H3,(H,7,9)	methyl N-[(1R)-2,2-dichloro-1-hydroxyethyl]carbamate	COC(=O)NC(C(Cl)Cl)O	0.800	7031992;7031993;3090389	PUBCHEM:(7031992 7031993 3090389)	2	169.978	22	0.373	707548047068836768	707547790431941232	81	
1	1	-Infinity	-Infinity	-102.493	1.000	1.000	101.082	C9H4Br3NO5	[M + K]+	C9H4Br3KNO5+	FEBSOZAVIJECCY	InChI=1S/C9H4Br3NO5/c10-4-1(7(13)14)5(11)3(9(17)18)6(12)2(4)8(15)16/h(H2,13,14)(H,15,16)(H,17,18)	2,4,6-Tribromo-5-carbamoylbenzene-1,3-dicarboxylic acid	C1(=C(C(=C(C(=C1Br)C(=O)O)Br)C(=O)O)Br)C(=O)N	1.900	20443385	PUBCHEM:(20443385)	2	481.725	23	0.378	707548066006120326	707547790503244408	83	
1	1	0.073	0.073	-59.726	0.999	0.308	12.017	C2H4Cl2O2	[M + H]+	C2H5Cl2O2+	RUUBIFVWPACNLY	InChI=1S/C2H4Cl2O2/c3-1(4)2(5)6/h1-2,5-6H	2,2-Dichloro-1,1-ethanediol	C(C(Cl)Cl)(O)O	0.400	85275	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00055229);HMDB:(HMDB0062193);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(34213);KEGG:(C14860);PUBCHEM:(85275);DSSTox:(DTXSID10936422)	137523101994	130.967	23	0.381	707548056275334359	707547790574547584	85	
1	2	0.008	0.008	-71.700	0.407	0.333	95.410	C4H4N2O2Se	[M + H]+	C4H5N2O2Se+	DMTKYSGRMLHQLF	InChI=1S/C4H4N2O2Se/c5-4-6-1-2(9-4)3(7)8/h1H,(H2,5,6)(H,7,8)	2-Amino-1,3-selenazole-5-carboxylic acid	C1=C([Se]C(=N1)N)C(=O)O	-0.869	129747301	PUBCHEM:(129747301)	2	186.956	23	0.381	707548080287726658	707547790645850760	87	
1	1	0.023	0.023	-103.247	0.536	0.333	88.013	C6H7N3O2Se	[M + H]+	C6H8N3O2Se+	JAPVBNMCAINWQG	InChI=1S/C6H7N3O2Se/c1-11-4-2-8-6(12)9(3-4)5(7)10/h2-3H,1H3,(H2,7,10)	5-Methoxy-2-selanylidenepyrimidine-1-carboxamide	COC1=CN(C(=[Se])N=C1)C(=O)N	-0.450	59306202	PUBCHEM:(59306202)	2	227.983	23	0.385	707548066178086813	707547790964617900	96	
1	1	0.057	0.057	-72.936	0.998	0.999	51.430	C4H3ClO3	[M + Na]+	C4H3ClNaO3+	OYVKRPMGTAYXQD	InChI=1S/C4H3ClO3/c5-2-1-3(6)8-4(2)7/h1,6-7H	3-Chlorofuran-2,5-diol	C1=C(OC(=C1Cl)O)O	1.600	69333955	PUBCHEM:(69333955)	2	156.966	23	0.385	707548076840008435	707547790889120420	94	
1	2	0.209	0.209	-60.835	0.014	0.322	100.387	C5H7Cl2NO3	[M + H]+	C5H8Cl2NO3+	FQNQSESHWCVQCT	InChI=1S/C5H7Cl2NO3/c1-8-3(9)2-11-5(10)4(6)7/h4H,2H2,1H3,(H,8,9)	N-methyl dichloroacetoxyacetamide	CNC(=O)COC(=O)C(Cl)Cl	0.800	86738141	PUBCHEM:(86738141)	2	199.988	23	0.385	707548078022802249	707547790931063464	95	
1	1	0.230	0.258	-132.908	0.989	0.333	89.537	C9H17NO2	[M + H3N + H]+	C9H21N2O2+	UGJMXCAKCUNAIE	InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)	2-[1-(aminomethyl)cyclohexyl]acetic acid	C1CCC(CC1)(CC(=O)O)CN	0.845	6919078;75125729;5248227;124091179;162641874;25216749;25216750;25216881;25216882;25216883;25216884;25217256;25217257;25217738;25217864;25217865;25217866;25217867;25217868;25217870;60070894;129285685;90964273;45039319;3446;123478465;71317021	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0005015);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(3446);SUPERNATURAL:(SN0369713);HSDB:(60142-96-3);MESH:(3446);FooDB:(FDB023587);PUBCHEM:(6919078 75125729 5248227 124091179 162641874 25216749 25216750 25216881 25216882 25216883 25216884 25217256 25217257 25217738 25217864 25217865 25217866 25217867 25217868 25217870 60070894 129285685 90964273 45039319 3446 123478465 71317021);COCONUT:(CNP0330356);NORMAN:(NS00000335 NS00078374 NS00093634 NS00103949);METACYC:(CPD-16562);CHEBI:(42797);KEGG:(C07018);DSSTox:(DTXSID0020074 DTXSID20661990 DTXSID30735939 DTXSID80208880);PUBCHEMANNOTATIONDRUG;PUBMED	138100869998	189.160	23	0.387	707548042853560948	707547791056892600	99	
1	1	0.033	0.033	-35.961	0.972	0.870	11.248	C3H5Cl3O3	[M + Na]+	C3H5Cl3NaO3+	NEUHSUCYDJPVGL	InChI=1S/C3H5Cl3O3/c4-2(5,6)1-3(7,8)9/h7-9H,1H2	3,3,3-Trichloropropane-1,1,1-triol	C(C(O)(O)O)C(Cl)(Cl)Cl	0.500	19935656	PUBCHEM:(19935656)	2	216.920	23	0.391	707548065423112034	707547791086252732	100	
