formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C4H8N2O2S2	[M - H2O + H]+	C4H7N2OS2+	Fatty acids	0.711	Fatty acyls	0.529	Oxygenated hydrocarbons	0.186	Organosulfur compounds	0.607							Organosulfur compounds	0.607	Organic compounds; Organosulfur compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.999	16	0.264	707548044824884006	707547787164578132	10	
1	C5H9Cl2NO4	[M - H2O + H]+	C5H8Cl2NO3+	Amino acids and Peptides	0.658	Small peptides	0.351	Halogenated fatty acids	0.859	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.882	Amino acids and derivatives	0.878	N-acyl-alpha amino acids	0.659	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.988	17	0.276	707548041565909529	707547787302990172	12	
1	C12H20O2	[M + H3N + H]+	C12H24NO2+	Terpenoids	0.556	Fatty Acids and Conjugates	0.197	Unsaturated fatty acids	0.216	Lipids and lipid-like molecules	0.796	Prenol lipids	0.529					Prenol lipids	0.529	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	214.180	17	0.285	707548038684422450	707547787370099040	13	
1	C3H8ClFN2O2	[M + Na]+	C3H8ClFN2NaO2+	Fatty acids	0.887	Fatty Acids and Conjugates	0.489	Halogenated fatty acids	0.942	Organic acids and derivatives	0.920	Carboxylic acids and derivatives	0.808					Carboxylic acids and derivatives	0.808	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Alkyl fluorides; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	181.015	19	0.310	707548041955979859	707547787584008552	15	
1	C6H6F2N2O2	[M + Na]+	C6H6F2N2NaO2+	Alkaloids	0.672	Nicotinic acid alkaloids	0.157	Pyridine alkaloids	0.158	Organoheterocyclic compounds	0.927	Heteroaromatic compounds	0.919					Heteroaromatic compounds	0.919	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.030	19	0.310	707548044321567429	707547787646923116	16	
1	C4H4ClNO	[M + Na]+	C4H4ClNNaO+	Fatty acids	0.855	Fatty Acids and Conjugates	0.115	Halogenated fatty acids	0.835	Organic acids and derivatives	0.574	Carboxylic acids and derivatives	0.512	Carboxylic acid derivatives	0.469	Carboxylic acid amides	0.545	Carboxylic acid amides	0.545	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	139.988	19	0.310	707548044615168739	707547787512705380	14	
1	C7H8ClN2O3	[M + Na]+	C7H8ClN2NaO3+	Amino acids and Peptides	0.547	Small peptides	0.289	Halogenated fatty acids	0.306	Organic acids and derivatives	0.951	Carboxylic acids and derivatives	0.856	Carboxylic acid derivatives	0.572			Carboxylic acid derivatives	0.572	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.012	19	0.310	707548064781383442	707547787793723760	17	
1	C5H3F3O3	[M + Na]+	C5H3F3NaO3+	Shikimates and Phenylpropanoids	0.382	Phenolic acids (C6-C1)	0.477	Halogenated fatty acids	0.543	Benzenoids	0.515	Benzene and substituted derivatives	0.556	Halobenzenes	0.719	Fluorobenzenes	0.753	Fluorobenzenes	0.753	Organic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Vinyl halides; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	190.993	19	0.317	707548046653600638	707547787852444020	18	
1	CH3F2N2O2S	[M + Na]+	CH3F2N2NaO2S+	Fatty acids	0.122	Small peptides	0.069	Halogenated fatty acids	0.452	Organohalogen compounds	0.950	Alkyl halides	0.972	Alkyl fluorides	0.975			Alkyl fluorides	0.975	Organic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	167.977	20	0.333	707548044816495378	707547787915358584	19	
1	C6H5NOSi	[M + Na]+	C6H5NNaOSi+	Alkaloids	0.311	Nicotinic acid alkaloids	0.248	Pyridine alkaloids	0.248	Organic oxygen compounds	0.972	Organooxygen compounds	0.918	Carbonyl compounds	0.752	Aldehydes	0.505	Aldehydes	0.505	Organic compounds; Aldehydes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.003	20	0.340	707548047479878599	707547788041187712	21	
1	C7H16N2	[M + H3N + H]+	C7H20N3+	Alkaloids	0.995	Ornithine alkaloids	0.996	Polyamines	0.999	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.982	Secondary amines	0.710	Dialkylamines	0.703	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	146.165	20	0.341	707548041381360128	707547788204765580	24	
1	C8H4FNO2	[M - H2O + H]+	C8H3FNO+	Alkaloids	0.987	Tryptophan alkaloids	0.757	Simple oxindole alkaloids	0.515	Organoheterocyclic compounds	0.964	Indoles and derivatives	0.686	Indolines	0.642			Indolines	0.642	Organic compounds; Organoheterocyclic compounds; Lactams; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Indolines; Organofluorides; Secondary carboxylic acid amides; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	148.019	21	0.342	707548044258652855	707547788322206100	26	
1	C5H4ClFNO2	[M + Na]+	C5H4ClFNNaO2+	Alkaloids	0.708	Nicotinic acid alkaloids	0.343	Pyridine alkaloids	0.346	Organoheterocyclic compounds	0.975	Pyridines and derivatives	0.395	Halopyridines	0.726	Polyhalopyridines	0.709	Polyhalopyridines	0.709	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Aryl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Aryl halides; Vinylogous halides; Organic oxides; Halopyridines; Polyhalopyridines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.981	21	0.342	707548057885947189	707547788422869400	27	
1	C3H3F2NO	[M + Na]+	C3H3F2NNaO+	Fatty acids	0.956	Fatty Acids and Conjugates	0.417	Halogenated fatty acids	0.961	Organohalogen compounds	0.988	Alkyl halides	0.646	Alkyl fluorides	0.569			Alkyl fluorides	0.569	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.008	21	0.342	707548048478122982	707547788263485840	25	
1	C3H7Cl2N3O3	[M - H2O + H]+	C3H6Cl2N3O2+	Alkaloids	0.300	Small peptides	0.078	Halogenated fatty acids	0.563	Organohalogen compounds	0.967	Alkyl halides	0.921	Alkyl chlorides	0.899			Alkyl chlorides	0.899	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	185.984	21	0.347	707548062206080584	707547788477395356	28	
1	C4H5BrFNO4	[M + K]+	C4H5BrFKNO4+	Fatty acids	0.948	Fatty Acids and Conjugates	0.959	Halogenated fatty acids	0.997	Lipids and lipid-like molecules	0.643	Fatty Acyls	0.642	Fatty acids and conjugates	0.699	Halogenated fatty acids	0.805	Halogenated fatty acids	0.805	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Halogenated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Organofluorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	267.902	21	0.350	707548059119072636	707547788603224484	30	
1	C5H5BrFNO5	[M + K]+	C5H5BrFKNO5+	Fatty acids	0.917	Fatty Acids and Conjugates	0.924	Halogenated fatty acids	0.991	Lipids and lipid-like molecules	0.442	Fatty Acyls	0.426	Fatty acids and conjugates	0.449	Halogenated fatty acids	0.532	Halogenated fatty acids	0.532	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Halogenated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Organofluorides; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	295.897	21	0.350	707548073207740787	707547788649361832	31	
1	C3H5N2O4S3	[M + Na]+	C3H5N2NaO4S3+	Amino acids and Peptides	0.508	Small peptides	0.274	Aminoacids	0.159	Organosulfur compounds	0.891	Sulfenyl compounds	0.520					Sulfenyl compounds	0.520	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.930	21	0.351	707548070254950608	707547788808745400	35	
1	C5H10Cl2N2O	[M - H2O + H]+	C5H9Cl2N2+	Fatty acids	0.536	Histidine alkaloids	0.121	Halogenated fatty acids	0.744	Organic acids and derivatives	0.731	Carboxylic acids and derivatives	0.583	Carboxylic acid derivatives	0.481	Carboxylic acid amides	0.589	Acetamides	0.544	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Organochlorides; Carbonyl compounds; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	167.013	21	0.351	707548041356194288	707547788695499180	32	
1	C5H11N3O5S	[M - H2O + H]+	C5H10N3O4S+	Amino acids and Peptides	0.715	Small peptides	0.443	Aminoacids	0.081	Organosulfur compounds	0.905	Sulfonyls	0.611					Sulfonyls	0.611	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208.040	21	0.351	707548054585029775	707547788146045320	23	
1	C3H7Cl2NO	[M - H2O + H]+	C3H6Cl2N+	Fatty acids	0.683	Fatty Acids and Conjugates	0.084	Halogenated fatty acids	0.768	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.977	Carboxylic acid derivatives	0.963	Carboxylic acid amides	0.949	Secondary carboxylic acid amides	0.820	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkanolamines; Halohydrins; Chlorohydrins; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	125.987	21	0.352	707548041809179182	707547788733247920	33	
1	C2H7NO3P2	[M - H2O + H]+	C2H6NO2P2+	Amino acids and Peptides	0.193	Pseudoalkaloids (transamidation)	0.119	Aminoacids	0.104	Organic acids and derivatives	0.923	Organic phosphonic acids and derivatives	0.762	Organic phosphonic acids	0.598			Organic phosphonic acids	0.598	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.988	21	0.353	707548068736612402	707547788770996660	34	
1	C5H11N3O6	[M - H2O + H]+	C5H10N3O5+	Amino acids and Peptides	0.945	Small peptides	0.937	Aminoacids	0.649	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.947	Amino acids, peptides, and analogues	0.710	Amino acids and derivatives	0.709	Alpha amino acids and derivatives	0.698	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	192.062	21	0.353	707548044636140273	707547788552892832	29	
1	C5H10Cl2N2O4Se	[M - H2O + H]+	C5H9Cl2N2O3Se+	Amino acids and Peptides	0.616	Small peptides	0.279	Halogenated fatty acids	0.315	Organic acids and derivatives	0.927	Carboxylic acids and derivatives	0.718					Carboxylic acids and derivatives	0.718	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Organoselenium compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.921	21	0.354	707548062831031973	707547789697937948	60	
1	C4H6N3O2	[M + Na]+	C4H6N3NaO2+	Alkaloids	0.697	Histidine alkaloids	0.200	Imidazole alkaloids	0.198	Organoheterocyclic compounds	0.970	Azoles	0.755					Azoles	0.755	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	151.036	21	0.356	707548043860193952	707547788846494140	36	
1	C4H5Cl3N2O4	[M - H2O + H]+	C4H4Cl3N2O3+	Amino acids and Peptides	0.282	Small peptides	0.082	Halogenated fatty acids	0.451	Organic acids and derivatives	0.987	Carboxylic acids and derivatives	0.886	Amino acids, peptides, and analogues	0.522	Amino acids and derivatives	0.516	Amino acids and derivatives	0.516	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Alkyl chlorides; Carboxylic acids; Organochlorides; Carbonyl compounds; Amines; Alkanolamines; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	232.929	21	0.357	707548052009727041	707547788917797316	38	
1	C7H12Cl3N3O5S2	[M - H2O + H]+	C7H11Cl3N3O4S2+	Alkaloids	0.423	Pseudoalkaloids (transamidation)	0.025	Halogenated fatty acids	0.025	Organic acids and derivatives	0.982	Organic sulfonic acids and derivatives	0.751	Organosulfonic acids and derivatives	0.744			Organosulfonic acids and derivatives	0.744	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Sulfonyls; Organochlorides; Carbonyl compounds; Alkyl halides; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	369.925	21	0.357	707548086184918497	707547788989100492	40	
1	C10H7O9	[M + K]+	C10H7KO9+	Shikimates and Phenylpropanoids	0.970	Phenolic acids (C6-C1)	0.867	Gallotannins	0.409	Phenylpropanoids and polyketides	0.451	Coumarins and derivatives	0.398	Hydroxycoumarins	0.468	7,8-dihydroxycoumarins	0.508	7,8-dihydroxycoumarins	0.508	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acids; Polyols; Benzenoids; 7,8-dihydroxycoumarins; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	309.975	21	0.357	707548100206477813	707547788951351752	39	
1	C19H9Cl2NO4	[M + K]+	C19H9Cl2KNO4+	Polyketides	0.859	Chromanes	0.431	Chromones	0.620	Organoheterocyclic compounds	0.991	Benzopyrans	0.888	1-benzopyrans	0.894	Chromones	0.845	Chromones	0.845	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrans; Benzopyrans; Chromones; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Pyranones and derivatives; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; 1-benzopyrans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	423.956	21	0.358	707548078198963037	707547789060403668	42	
1	C11H4O7	[M + K]+	C11H4KO7+	Shikimates and Phenylpropanoids	0.858	Phenolic acids (C6-C1)	0.330	Naphthoquinones	0.202	Phenylpropanoids and polyketides	0.259	Coumarins and derivatives	0.450	Hydroxycoumarins	0.467	7,8-dihydroxycoumarins	0.655	7,8-dihydroxycoumarins	0.655	Organic compounds; Organoheterocyclic compounds; Lactones; Benzopyrans; Phenols; Organic acids and derivatives; Organooxygen compounds; Benzenoids; 7,8-dihydroxycoumarins; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	286.959	21	0.358	707548083651558706	707547789026849232	41	
